Level,Date and Time,Source,Event ID,Task Category
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{59E8E7EE-473A-4C24-AB13-D3F78CD154A2}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{4825E896-710D-4B47-93C9-E55774E6B774}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{1D5B67A5-C691-4827-B503-AE01281981E6}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{DFADC457-A97A-4D91-9AB8-6C498947838C}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{984EF855-12A0-42BD-9622-3B3B048F5F3A}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{CD403442-0656-4E0E-AA44-AC790438B231}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{327008CF-C2D7-40E0-A77D-0B3DA6B0E0A4}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{5A893E6D-C3AA-404F-B1BF-B27E053E7ABB}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{00B81AF1-494F-45F4-8D74-54E27162C585}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{0AF58E8D-9D38-48A2-BCB6-E519217352A4}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:51:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{6E141DAB-5435-41BA-9E34-B458BD279B6D}
	Rule Name:	Microsoft Store
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/16/2023 8:42:10 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{9D52572B-F99B-4745-AC70-98F04778DE3F}
	Rule Name:	WinDefend Outbound for TCP
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2301.6-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	TCP
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe"
Information,2/16/2023 8:42:10 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{CEE060E9-6405-45B0-B7E1-A279E4FCEDDE}
	Rule Name:	WinDefend Outbound for TCP
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe"
Information,2/16/2023 8:42:10 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	c16bd2b7-054d-47b2-89be-6199b8485180
	Rule Name:	Outbound service restriction rule for WinDefend
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2301.6-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe"
Information,2/16/2023 8:42:10 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	c5c4829f-b178-4ab4-b906-a566d0d1cb03
	Rule Name:	Inbound service restriction rule for WinDefend
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2301.6-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe"
Information,2/16/2023 8:42:10 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	9b38deda-7bcb-4ac1-b2ad-06be10f97e41
	Rule Name:	Outbound service restriction rule for WinDefend
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe"
Information,2/16/2023 8:42:10 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	46960974-afc7-4ffb-b3d5-bb751ad3907c
	Rule Name:	Inbound service restriction rule for WinDefend
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe"
Information,2/16/2023 8:34:34 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2011,None,"Windows Defender Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network.

Reason:		The application is a system service
Application Path:	C:\program files\scadabr\tomcat\bin\scadabr.exe
IP Version:	IPv6
Protocol:	TCP
Port:		8080
Process Id:	2300
User:		LOCAL SERVICE"
Information,2/16/2023 8:34:22 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private,Public
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,2/16/2023 8:34:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{8ce01218-1929-49d7-bf64-4d58b329d5fb}
Adapter Name:	ethernet_32770
Old Profile:	None
New Profile:	Public"
Information,2/16/2023 8:34:21 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{ae6577a4-bacb-49aa-b378-76b85fb5b7db}
Adapter Name:	ethernet_32774
Old Profile:	None
New Profile:	Private"
Information,2/16/2023 8:34:45 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Public
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,2/16/2023 8:34:44 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{ae6577a4-bacb-49aa-b378-76b85fb5b7db}
Adapter Name:	ethernet_32774
Old Profile:	Private
New Profile:	Public"
Information,2/16/2023 8:34:15 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2011,None,"Windows Defender Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network.

Reason:		The application is a system service
Application Path:	C:\program files\scadabr\tomcat\bin\scadabr.exe
IP Version:	IPv6
Protocol:	TCP
Port:		8080
Process Id:	2304
User:		LOCAL SERVICE"
Information,2/16/2023 8:34:03 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private,Public
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,2/16/2023 8:34:03 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{8ce01218-1929-49d7-bf64-4d58b329d5fb}
Adapter Name:	ethernet_32770
Old Profile:	None
New Profile:	Public"
Information,2/16/2023 8:34:03 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{ae6577a4-bacb-49aa-b378-76b85fb5b7db}
Adapter Name:	ethernet_32774
Old Profile:	None
New Profile:	Private"
Information,2/13/2023 1:11:06 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{CEE060E9-6405-45B0-B7E1-A279E4FCEDDE}
	Rule Name:	WinDefend Outbound for TCP
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	TCP
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2108.7-0\MsMpEng.exe"
Information,2/13/2023 1:11:06 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{8712D3BF-473C-4464-AEE9-260227B8B26E}
	Rule Name:	WinDefend Outbound for TCP
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2108.7-0\MsMpEng.exe"
Information,2/13/2023 1:11:06 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	9b38deda-7bcb-4ac1-b2ad-06be10f97e41
	Rule Name:	Outbound service restriction rule for WinDefend
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2108.7-0\MsMpEng.exe"
Information,2/13/2023 1:11:06 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	46960974-afc7-4ffb-b3d5-bb751ad3907c
	Rule Name:	Inbound service restriction rule for WinDefend
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2211.5-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2108.7-0\MsMpEng.exe"
Information,2/13/2023 1:11:06 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	76001122-5412-440c-adc4-372e479daaed
	Rule Name:	Outbound service restriction rule for WinDefend
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2108.7-0\MsMpEng.exe"
Information,2/13/2023 1:11:06 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	132ec2b1-6a65-4f2f-9b12-65c5cb0700ca
	Rule Name:	Inbound service restriction rule for WinDefend
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2108.7-0\MsMpEng.exe"
Information,2/13/2023 1:09:48 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2011,None,"Windows Defender Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network.

Reason:		The application is a system service
Application Path:	C:\program files\scadabr\tomcat\bin\scadabr.exe
IP Version:	IPv6
Protocol:	TCP
Port:		8080
Process Id:	2500
User:		LOCAL SERVICE"
Information,2/13/2023 12:59:52 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private,Public
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,2/13/2023 12:59:52 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{8ce01218-1929-49d7-bf64-4d58b329d5fb}
Adapter Name:	ethernet_32770
Old Profile:	None
New Profile:	Public"
Information,2/13/2023 12:59:52 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{ae6577a4-bacb-49aa-b378-76b85fb5b7db}
Adapter Name:	ethernet_32774
Old Profile:	None
New Profile:	Private"
Information,2/13/2023 11:39:34 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private,Public
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,2/13/2023 11:39:34 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{ae6577a4-bacb-49aa-b378-76b85fb5b7db}
Adapter Name:	ethernet_32774
Old Profile:	Public
New Profile:	Private"
Information,2/13/2023 11:39:16 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{ae6577a4-bacb-49aa-b378-76b85fb5b7db}
Adapter Name:	ethernet_32774
Old Profile:	None
New Profile:	Public"
Information,2/13/2023 11:39:16 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{8ce01218-1929-49d7-bf64-4d58b329d5fb}
Adapter Name:	ethernet_32770
Old Profile:	None
New Profile:	Public"
Information,2/13/2023 11:14:33 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{1BE6AF9F-99C7-4223-987C-D2F949C2FBA5}
	Rule Name:	Microsoft Edge
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/13/2023 11:14:33 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{962BE453-6F94-4BC0-BB7F-FD45BDB1F895}
	Rule Name:	Microsoft Edge
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/13/2023 11:14:33 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{F31A188C-08D2-4520-A7E0-A3ED7B71094E}
	Rule Name:	Microsoft Edge
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
